"zipcode" "percentile" "superzip" "rank" "city" "state" "adultpop" "households" "college" "income."
"43348" 9.093042 0 20556 "Russells Point" "OH" 1710 696 "5.15%" 50.9205
"75449" 9.092353 0 20557 "Ladonia" "TX" 799 337 "8.89%" 44.475
"48613" 9.091942 0 20558 "Bentley" "MI" 699 300 "4.72%" 51.65
"31643" 9.090136 0 20559 "Quitman" "GA" 5876 2461 "11.83%" 39.3888
"92252" 9.086979 0 20560 "Joshua Tree" "CA" 5617 2018 "11.52%" 39.921
"37083" 9.083154 0 20561 "Lafayette" "TN" 8322 3677 "5.79%" 49.7881
"76671" 9.080538 0 20562 "Morgan" "TX" 1210 504 "9.75%" 42.9638
"92225" 9.075765 0 20563 "Blythe" "CA" 16180 4065 "6.53%" 48.5067
"55605" 9.071228 0 NA "Grand Portage" "MN" 350 127 "10.57%" 41.5437
"49089" 9.070775 0 20564 "Sherwood" "MI" 1300 613 "4.92%" 51.2749
"52572" 9.070207 0 20565 "Moulton" "IA" 773 340 "8.41%" 45.2625
"42728" 9.067437 0 20566 "Columbia" "KY" 9318 3877 "11.92%" 39.2044
"44032" 9.064624 0 20567 "Dorset" "OH" 934 419 "6.00%" 49.4168
"58631" 9.064111 0 20568 "Glen Ullin" "ND" 936 342 "9.83%" 42.8082
"23968" 9.063691 0 20569 "Skipwith" "VA" 594 238 "8.59%" 44.9487
"66608" 9.062475 0 20570 "Topeka" "KS" 3843 1509 "5.46%" 50.319
"34266" 9.055643 0 20571 "Arcadia" "FL" 21046 7740 "8.45%" 45.1684
"21867" 9.049839 0 NA "Upper Fairmount" "MD" 98 38 "0%" 59.7337
"35582" 9.048971 0 20572 "Red Bay" "AL" 3062 1299 "8.23%" 45.5502
"62932" 9.047824 0 20573 "Elkville" "IL" 1116 506 "9.05%" 44.131
"62480" 9.047357 0 20574 "Willow Hill" "IL" 581 275 "7.75%" 46.3792
"97874" 9.047124 0 NA "Spray" "OR" 273 111 "13.55%" 36.3682
"37322" 9.045592 0 20575 "Decatur" "TN" 5308 2291 "6.69%" 48.1955
"23934" 9.043998 0 NA "Cullen" "VA" 497 198 "10.66%" 41.343
"37366" 9.043707 0 20576 "Pelham" "TN" 560 250 "12.32%" 38.4852
"77050" 9.042878 0 20577 "Houston" "TX" 2464 1071 "8.81%" 44.5407
"43938" 9.040913 0 20578 "Mingo Junction" "OH" 4695 1944 "7.67%" 46.5021
"45330" 9.039574 0 NA "Gratis" "OH" 179 81 "3.35%" 53.938
"8401" 9.032245 0 20579 "Atlantic City" "NJ" 26521 8821 "10.37%" 41.8392
"45771" 9.024288 0 20580 "Racine" "OH" 2465 1057 "7.99%" 45.9399
"40949" 9.02355 0 NA "Heidrick" "KY" 224 86 "7.14%" 47.4
"43359" 9.023334 0 20581 "Wharton" "OH" 568 260 "3.35%" 53.938
"63601" 9.020453 0 20582 "Park Hills" "MO" 9923 4347 "9.11%" 44.0033
"56715" 9.01766 0 NA "Brooks" "MN" 261 110 "7.66%" 46.493
"74574" 9.017426 0 20583 "Tuskahoma" "OK" 588 242 "13.10%" 37.1266
"62880" 9.017136 0 NA "Saint Peter" "IL" 465 199 "5.59%" 50.0562
"37332" 9.016601 0 20584 "Evensville" "TN" 1480 712 "6.55%" 48.3955
"45658" 9.015801 0 20585 "Patriot" "OH" 1434 618 "8.44%" 45.1475
"77541" 9.012508 0 20586 "Freeport" "TX" 10571 4709 "6.95%" 47.7025
"62366" 9.009336 0 20587 "Pleasant Hill" "IL" 992 420 "9.27%" 43.701
"66419" 9.008986 0 NA "Denison" "KS" 283 136 "8.83%" 44.458
"68879" 9.008821 0 NA "Taylor" "NE" 315 115 "12.70%" 37.7974
"73443" 9.008147 0 20588 "Lone Grove" "OK" 2136 985 "7.82%" 46.2066
"83239" 9.007472 0 NA "Georgetown" "ID" 320 156 "5.94%" 49.4442
"33167" 9.004513 0 20589 "Miami" "FL" 10460 4125 "9.40%" 43.477
"5872" 9.001518 0 NA "West Charleston" "VT" 453 207 "9.49%" 43.3142
"24102" 9.001062 0 20590 "Henry" "VA" 1213 524 "7.42%" 46.88
"38368" 9.000388 0 20591 "Reagan" "TN" 1246 567 "7.62%" 46.523
"94607" 8.996323 0 20592 "Oakland" "CA" 13555 4348 "15.10%" 33.638
"37385" 8.991193 0 20593 "Tellico Plains" "TN" 5131 2224 "8.30%" 45.352
"43802" 8.989617 0 20594 "Adamsville" "OH" 608 260 "4.44%" 52.0071
"29133" 8.989255 0 20595 "Rowesville" "SC" 707 312 "8.06%" 45.76
"37826" 8.988372 0 20596 "Niota" "TN" 2508 1114 "8.29%" 45.3671
"79752" 8.987309 0 20597 "McCamey" "TX" 1363 581 "9.90%" 42.583
"32054" 8.985113 0 20598 "Lake Butler" "FL" 6639 2214 "6.42%" 48.5917
"38959" 8.983263 0 NA "Swiftown" "MS" 99 37 "5.05%" 50.9414
"72156" 8.983134 0 NA "Solgohachia" "AR" 366 162 "13.93%" 35.632
"38851" 8.981455 0 20599 "Houston" "MS" 5747 2495 "9.27%" 43.662
"17866" 8.977738 0 20600 "Coal Township" "PA" 7794 2340 "8.43%" 45.1174
"74083" 8.9754 0 20601 "Wann" "OK" 725 317 "7.45%" 46.8055
"74949" 8.975147 0 NA "Muse" "OK" 193 82 "13.47%" 36.4258
"4463" 8.974568 0 20602 "Milo" "ME" 1923 770 "10.14%" 42.1635
"32340" 8.971744 0 20603 "Madison" "FL" 8374 3059 "10.82%" 40.9932
"50556" 8.969376 0 NA "Ledyard" "IA" 259 101 "9.27%" 43.6646
"24887" 8.969291 0 NA "Switchback" "WV" 52 24 "5.77%" 49.688
"73565" 8.969063 0 20604 "Ryan" "OK" 777 311 "11.33%" 40.108
"31781" 8.968604 0 20605 "Poulan" "GA" 885 399 "5.08%" 50.8617
"26133" 8.968123 0 20606 "Belleville" "WV" 857 397 "5.37%" 50.3726
"45310" 8.967866 0 NA "Burkettsville" "OH" 77 32 "5.19%" 50.669
"67565" 8.967745 0 NA "Otis" "KS" 356 159 "11.52%" 39.7732
"51231" 8.9676 0 NA "Archer" "IA" 165 76 "4.24%" 52.3
"73041" 8.967468 0 NA "Gotebo" "OK" 305 125 "5.90%" 49.4442
"45684" 8.967072 0 20607 "Stout" "OH" 1132 487 "9.01%" 44.0857
"77831" 8.96628 0 20608 "Bedias" "TX" 1759 746 "8.47%" 45.0115
"35752" 8.965409 0 20609 "Hollywood" "AL" 1414 654 "5.66%" 49.8522
"29426" 8.964696 0 20610 "Adams Run" "SC" 1191 484 "9.49%" 43.2514
"47952" 8.96379 0 20611 "Kingman" "IN" 2105 899 "7.41%" 46.8264
"29591" 8.962223 0 20612 "Scranton" "SC" 3604 1505 "7.02%" 47.4998
"71838" 8.960982 0 20613 "Fulton" "AR" 919 407 "8.16%" 45.5319
"39083" 8.958982 0 20614 "Hazlehurst" "MS" 6366 2691 "12.43%" 38.1832
"17750" 8.957214 0 NA "Mackeyville" "PA" 72 29 "5.56%" 50.015
"72952" 8.956703 0 20615 "Rudy" "AR" 1787 835 "8.11%" 45.6051
"25193" 8.956102 0 NA "Sylvester" "WV" 398 163 "6.28%" 48.763
"25508" 8.954211 0 20616 "Chapmanville" "WV" 6485 2911 "10.32%" 41.807
"34785" 8.949059 0 20617 "Wildwood" "FL" 12284 3296 "10.05%" 42.256
"72687" 8.944421 0 20618 "Yellville" "AR" 4619 1947 "11.00%" 40.6271
"24565" 8.942901 0 20619 "Java" "VA" 915 372 "8.96%" 44.131
"12036" 8.942604 0 NA "Charlotteville" "NY" 159 65 "9.43%" 43.3142
"74651" 8.942448 0 NA "Red Rock" "OK" 405 178 "12.35%" 38.2943
"75782" 8.942299 0 NA "Poynor" "TX" 130 55 "7.69%" 46.3112
"14042" 8.941448 0 20620 "Delevan" "NY" 2973 1240 "6.39%" 48.5511
"38635" 8.937993 0 20621 "Holly Springs" "MS" 9622 4043 "13.25%" 36.7291
"26287" 8.934699 0 20622 "Parsons" "WV" 2375 982 "9.56%" 43.0919
"75639" 8.933486 0 20623 "De Berry" "TX" 2035 927 "6.73%" 47.9575
"97905" 8.932893 0 NA "Durkee" "OR" 119 50 "1.68%" 56.6622
"66739" 8.931807 0 20624 "Galena" "KS" 3838 1658 "8.21%" 45.4142
"27818" 8.930484 0 20625 "Como" "NC" 980 405 "6.63%" 48.1275
"37813" 8.927154 0 20626 "Morristown" "TN" 11149 4708 "8.06%" 45.6509
"29568" 8.922749 0 20627 "Longs" "SC" 4897 2172 "9.13%" 43.8163
"65646" 8.921056 0 20628 "Everton" "MO" 1270 555 "5.51%" 50.047
"25817" 8.920553 0 20629 "Bolt" "WV" 558 288 "5.56%" 49.9686
"68859" 8.920281 0 NA "North Loup" "NE" 431 173 "12.30%" 38.3479
"36037" 8.917734 0 20630 "Greenville" "AL" 8852 3847 "11.65%" 39.4633
"17884" 8.915259 0 NA "Washingtonville" "PA" 170 70 "6.47%" 48.381
"58755" 8.915179 0 NA "McGregor" "ND" 119 44 "6.72%" 47.9457
"38040" 8.914149 0 20631 "Halls" "TN" 3628 1613 "7.50%" 46.6107
"64740" 8.912756 0 20632 "Deepwater" "MO" 1452 625 "9.44%" 43.2684
"72561" 8.912157 0 20633 "Mount Pleasant" "AR" 725 328 "10.48%" 41.4574
"43158" 8.911932 0 NA "Union Furnace" "OH" 89 47 "6.74%" 47.9039
"25839" 8.911839 0 NA "Fairdale" "WV" 248 128 "2.02%" 56.0398
"74825" 8.911362 0 20634 "Allen" "OK" 1490 655 "10.34%" 41.7032
"16746" 8.910713 0 20635 "Roulette" "PA" 871 387 "8.73%" 44.475
"72568" 8.910184 0 20636 "Pleasant Plains" "AR" 1060 446 "6.51%" 48.2922
"47427" 8.909695 0 20637 "Coal City" "IN" 724 307 "7.18%" 47.1285
"66077" 8.909484 0 NA "Potter" "KS" 51 14 "11.76%" 39.22
"95423" 8.908737 0 20638 "Clearlake Oaks" "CA" 2671 960 "10.93%" 40.6611
"42749" 8.907 0 20639 "Horse Cave" "KY" 3659 1515 "10.30%" 41.7438
"61263" 8.905944 0 NA "Matherville" "IL" 186 71 "3.23%" 53.938
"75435" 8.90562 0 20640 "Deport" "TX" 991 374 "9.49%" 43.15
"38132" 8.905317 0 NA "Memphis" "TN" 105 16 "0%" 59.495
"74849" 8.904697 0 20641 "Konawa" "OK" 2146 913 "12.77%" 37.4915
"95481" 8.904078 0 NA "Talmage" "CA" 111 4 "10.81%" 40.862
"17401" 8.903857 0 20642 "York" "PA" 688 132 "15.55%" 32.6
"87583" 8.903625 0 NA "Villanueva" "NM" 157 61 "8.28%" 45.2207
"77374" 8.903517 0 NA "Thicket" "TX" 229 102 "9.17%" 43.6856
"48228" 8.893038 0 20643 "Detroit" "MI" 37953 15915 "8.95%" 44.063
"24370" 8.881282 0 20644 "Saltville" "VA" 4879 2107 "8.18%" 45.392
"68664" 8.879889 0 NA "Snyder" "NE" 201 84 "7.96%" 45.76
"39307" 8.876701 0 20645 "Meridian" "MS" 11408 4495 "10.85%" 40.7814
"36856" 8.873353 0 20646 "Fort Mitchell" "AL" 788 381 "5.58%" 49.8522
"85926" 8.873122 0 NA "Fort Apache" "AZ" 52 21 "0%" 59.4709
"95255" 8.872661 0 20647 "West Point" "CA" 1627 637 "11.00%" 40.512
"27897" 8.87183 0 20648 "Woodland" "NC" 1396 563 "9.31%" 43.4214
"61564" 8.871281 0 20649 "South Pekin" "IL" 599 277 "2.84%" 54.5739
"26836" 8.869977 0 20650 "Moorefield" "WV" 4153 1756 "7.95%" 45.76
"71331" 8.86869 0 20651 "Effie" "LA" 536 213 "8.21%" 45.3122
"5083" 8.868505 0 NA "West Fairlee" "VT" 130 55 "10%" 42.225
"65282" 8.868441 0 NA "Santa Fe" "MO" 113 49 "0%" 59.4552
"99641" 8.868355 0 NA "Nunapitchuk" "AK" 200 89 "11.50%" 39.6372
"25035" 8.868029 0 20652 "Cabin Creek" "WV" 990 411 "5.96%" 49.184
"47884" 8.867691 0 NA "Universal" "IN" 240 100 "4.58%" 51.5495
"74547" 8.867 0 20653 "Hartshorne" "OK" 2276 954 "10.90%" 40.6663
"48234" 8.859141 0 20654 "Detroit" "MI" 26346 11089 "7.75%" 46.085
"79229" 8.851818 0 NA "Dickens" "TX" 333 126 "10.21%" 41.843
"68855" 8.851645 0 NA "Mason City" "NE" 295 129 "9.15%" 43.6646
"56158" 8.851505 0 NA "Magnolia" "MN" 212 89 "6.60%" 48.054
"59022" 8.851118 0 20655 "Crow Agency" "MT" 1203 495 "12.47%" 37.9439
"98526" 8.850709 0 NA "Amanda Park" "WA" 292 119 "10.62%" 41.1344
"29112" 8.84979 0 20656 "North" "SC" 3059 1305 "8.30%" 45.12
"16836" 8.848683 0 20657 "Frenchville" "PA" 974 406 "5.34%" 50.2236
"36587" 8.846938 0 20658 "Wilmer" "AL" 5390 2486 "5.27%" 50.342
"39662" 8.845288 0 20659 "Ruth" "MS" 622 283 "4.98%" 50.8329
"25086" 8.84491 0 20660 "Glasgow" "WV" 761 327 "5.26%" 50.3635
"31805" 8.844183 0 20661 "Cusseta" "GA" 1894 850 "9.82%" 42.49
"26276" 8.843601 0 NA "Kerens" "WV" 232 110 "7.33%" 46.7872
"17249" 8.843458 0 NA "Rockhill Furnace" "PA" 287 128 "6.97%" 47.4
"43913" 8.843043 0 20662 "Brilliant" "OH" 1221 496 "7.70%" 46.1425
"24927" 8.84264 0 NA "Cass" "WV" 248 121 "9.68%" 42.731
"76570" 8.842061 0 20663 "Rosebud" "TX" 1859 738 "8.77%" 44.2949
"28538" 8.841122 0 20664 "Hookerton" "NC" 1562 737 "7.43%" 46.6028
"31812" 8.840604 0 NA "Junction City" "GA" 334 120 "11.98%" 38.7611
"95563" 8.840392 0 NA "Salyer" "CA" 442 178 "10.86%" 40.6807
"33541" 8.834925 0 20665 "Zephyrhills" "FL" 19480 7272 "8.98%" 43.9105
"65784" 8.829575 0 NA "Zanoni" "MO" 11 5 "0%" 59.3872
"77623" 8.829476 0 NA "High Island" "TX" 346 123 "8.09%" 45.439
"77091" 8.825538 0 20666 "Houston" "TX" 14000 6143 "13.96%" 35.3326
"17035" 8.821539 0 20667 "Honey Grove" "PA" 566 245 "4.24%" 52.0699
"62824" 8.821026 0 20668 "Clay City" "IL" 1298 545 "6.63%" 47.9588
"16663" 8.820633 0 NA "Morann" "PA" 129 50 "8.53%" 44.6767
"29452" 8.82051 0 NA "Jacksonboro" "SC" 318 156 "10.06%" 42.0301
"63351" 8.820128 0 20669 "Jonesburg" "MO" 1065 379 "4.04%" 52.4125
"21539" 8.819288 0 20670 "Lonaconing" "MD" 1992 807 "8.79%" 44.2308
"25847" 8.818464 0 20671 "Glen Morgan" "WV" 1011 425 "10.39%" 41.4692
"65692" 8.817944 0 20672 "Koshkonong" "MO" 891 378 "11.45%" 39.6372
"90038" 8.812099 0 20673 "Los Angeles" "CA" 20401 6752 "16.18%" 31.4896
"16040" 8.806312 0 20674 "Hilliards" "PA" 689 294 "7.26%" 46.8552
"43779" 8.805946 0 20675 "Sarahsville" "OH" 644 250 "5.28%" 50.2615
"37210" 8.80304 0 20676 "Nashville" "TN" 9950 3731 "10.84%" 40.6715
"70732" 8.800111 0 20677 "Fordoche" "LA" 716 317 "3.21%" 53.8221
"76934" 8.79964 0 20678 "Carlsbad" "TX" 995 306 "7.64%" 46.1922
"70512" 8.797737 0 20679 "Arnaudville" "LA" 5928 2547 "8.50%" 44.7003
"48853" 8.796036 0 NA "Maple Rapids" "MI" 269 122 "4.09%" 52.3
"76377" 8.795796 0 20680 "Petrolia" "TX" 599 271 "9.68%" 42.6604
"31085" 8.79547 0 20681 "Shady Dale" "GA" 585 258 "5.98%" 49.03
"58321" 8.795028 0 NA "Brocket" "ND" 170 66 "8.82%" 44.131
"28619" 8.795028 0 20682 "Drexel" "NC" 850 335 "8.82%" 44.131
"16948" 8.794415 0 20683 "Ulysses" "PA" 1209 533 "10.01%" 42.089
"79364" 8.792717 0 20684 "Slaton" "TX" 4984 2205 "9.35%" 43.2214
"23879" 8.791237 0 NA "Skippers" "VA" 410 161 "5.12%" 50.496
"80726" 8.791059 0 NA "Crook" "CO" 238 102 "11.34%" 39.7732
"63874" 8.790922 0 NA "Risco" "MO" 257 110 "8.95%" 43.8974
"50582" 8.790793 0 NA "Rutland" "IA" 213 95 "6.10%" 48.8009
"26802" 8.790453 0 20685 "Brandywine" "WV" 1033 427 "7.84%" 45.8026
"15377" 8.790013 0 20686 "West Finley" "PA" 570 248 "5.96%" 49.03
"76834" 8.788641 0 20687 "Coleman" "TX" 4427 1825 "11.27%" 39.8857
"74745" 8.785743 0 20688 "Idabel" "OK" 6125 2662 "13.22%" 36.5199
"77048" 8.781876 0 20689 "Houston" "TX" 7958 3624 "11.17%" 40.0557
"98944" 8.776795 0 20690 "Sunnyside" "WA" 10554 4498 "10.31%" 41.5372
"71851" 8.773455 0 20691 "Mineral Springs" "AR" 1621 698 "9.99%" 42.0798
"43223" 8.768386 0 20692 "Columbus" "OH" 16847 6541 "6.73%" 47.7012
"71418" 8.762534 0 20693 "Columbia" "LA" 4468 1813 "8.97%" 43.8346
"64442" 8.761147 0 20694 "Eagleville" "MO" 576 248 "9.90%" 42.2459
"70427" 8.757317 0 20695 "Bogalusa" "LA" 13376 5658 "11.68%" 39.1691
"24609" 8.751882 0 20696 "Cedar Bluff" "VA" 6421 2543 "9.28%" 43.292
"71422" 8.749831 0 20697 "Dodson" "LA" 1051 463 "5.71%" 49.4442
"30669" 8.748941 0 20698 "Union Point" "GA" 2185 910 "7.73%" 45.9529
"39476" 8.747114 0 20699 "Richton" "MS" 4472 2070 "9.57%" 42.7885
"2150" 8.739959 0 20700 "Chelsea" "MA" 21597 7686 "10.02%" 42.0131
"72569" 8.733921 0 NA "Poughkeepsie" "AR" 396 170 "11.36%" 39.6948
"84525" 8.733624 0 20701 "Green River" "UT" 679 287 "8.69%" 44.2949
"74531" 8.733253 0 20702 "Calvin" "OK" 673 295 "12.04%" 38.5271
"27857" 8.732663 0 20703 "Oak City" "NC" 1475 600 "9.56%" 42.7938
"79512" 8.730662 0 20704 "Colorado City" "TX" 5811 1687 "10.12%" 41.8288
"62572" 8.728977 0 NA "Waggoner" "IL" 330 155 "4.24%" 51.9535
"33960" 8.728741 0 20705 "Venus" "FL" 529 229 "7.75%" 45.9059
"63441" 8.728379 0 20706 "Frankford" "MO" 793 345 "6.43%" 48.1785
"26624" 8.72758 0 20707 "Gassaway" "WV" 2117 862 "10.39%" 41.3528
"24325" 8.726817 0 20708 "Dugspur" "VA" 656 289 "10.52%" 41.1344
"16240" 8.726332 0 20709 "Mayport" "PA" 1112 462 "6.56%" 47.9457
"4448" 8.725741 0 20710 "Howland" "ME" 1038 404 "6.17%" 48.627
"49965" 8.725373 0 NA "Toivola" "MI" 302 124 "12.25%" 38.1387
"33944" 8.725209 0 NA "Palmdale" "FL" 269 127 "0%" 59.2512
"54127" 8.725209 0 NA "Green Valley" "WI" 25 11 "0%" 59.2512
"43787" 8.724581 0 20711 "Stockport" "OH" 1991 816 "9.44%" 42.978
"15660" 8.723976 0 NA "Lowber" "PA" 209 85 "13.40%" 36.1629
"87317" 8.723652 0 20712 "Gamerco" "NM" 966 431 "7.35%" 46.5832
"31745" 8.721877 0 20713 "Donalsonville" "GA" 5500 2303 "8.98%" 43.7679
"72835" 8.720205 0 20714 "Delaware" "AR" 589 249 "7.98%" 45.494
"71766" 8.719875 0 20715 "Thornton" "AR" 612 236 "7.19%" 46.8552
"72944" 8.719277 0 20716 "Mansfield" "AR" 1565 684 "8.95%" 43.8229
"70346" 8.717134 0 20717 "Donaldsonville" "LA" 6240 2734 "9.39%" 43.0553
"38846" 8.71501 0 20718 "Glen" "MS" 1504 691 "8.24%" 45.0272
"99761" 8.714543 0 NA "Noatak" "AK" 203 92 "10.34%" 41.4077
"30520" 8.713791 0 20719 "Canon" "GA" 2537 1128 "8.36%" 44.8323
"49705" 8.712934 0 20720 "Afton" "MI" 583 261 "8.40%" 44.7447
"76673" 8.7126 0 20721 "Mount Calm" "TX" 641 279 "7.64%" 46.0549
"85239" 8.711143 0 20722 "Maricopa" "AZ" 4668 1881 "6.19%" 48.5564
"49820" 8.70968 0 20723 "Curtis" "MI" 657 252 "10.65%" 40.862
"47302" 8.70405 0 20724 "Muncie" "IN" 19847 8295 "7.99%" 45.4534
"72335" 8.695262 0 20725 "Forrest City" "AR" 12168 4614 "11.36%" 39.6425
"71965" 8.691867 0 NA "Pencil Bluff" "AR" 204 88 "10.78%" 40.6284
"39648" 8.688213 0 20726 "McComb" "MS" 13114 5770 "12.32%" 37.9857
"32094" 8.68411 0 20727 "Wellborn" "FL" 1844 769 "6.89%" 47.3377
"42323" 8.683459 0 20728 "Beechmont" "KY" 528 265 "3.60%" 53.0048
"15378" 8.683278 0 NA "Westland" "PA" 131 66 "0%" 59.2055
"31316" 8.682312 0 20729 "Ludowici" "GA" 3390 1621 "7.52%" 46.2406
"59466" 8.681355 0 NA "Oilmont" "MT" 97 40 "14.43%" 34.324
"78227" 8.674981 0 20730 "San Antonio" "TX" 23123 9964 "10.15%" 41.7032
"56650" 8.668485 0 20731 "Kelliher" "MN" 549 211 "11.11%" 40.0452
"57380" 8.667777 0 20732 "Wagner" "SD" 2025 814 "13.48%" 35.95
"84035" 8.667112 0 NA "Jensen" "UT" 388 183 "9.28%" 43.1978
"77364" 8.666602 0 20733 "Pointblank" "TX" 1468 612 "10.29%" 41.46
"38869" 8.666129 0 NA "Sherman" "MS" 250 123 "10%" 41.9517
"71260" 8.665504 0 20734 "Marion" "LA" 2025 889 "7.65%" 45.9935
"44621" 8.664061 0 20735 "Dennison" "OH" 3230 1462 "7.12%" 46.9127
"75942" 8.663116 0 NA "Doucette" "TX" 213 89 "9.86%" 42.191
"24120" 8.662655 0 20736 "Meadows of Dan" "VA" 1470 626 "9.05%" 43.5862
"47453" 8.66215 0 NA "Owensburg" "IN" 366 157 "4.64%" 51.1729
"21216" 8.655609 0 20737 "Baltimore" "MD" 23461 9053 "10.69%" 40.7474
"62054" 8.649011 0 20738 "Kane" "IL" 582 252 "6.01%" 48.8009
"27864" 8.648106 0 20739 "Pinetops" "NC" 2724 1195 "6.39%" 48.1562
"86432" 8.647147 0 20740 "Littlefield" "AZ" 774 315 "8.01%" 45.358
"30823" 8.64665 0 20741 "Stapleton" "GA" 1043 449 "7.19%" 46.765
"37873" 8.645555 0 20742 "Surgoinsville" "TN" 2948 1282 "6.51%" 47.9326
"38663" 8.642672 0 20743 "Ripley" "MS" 7563 3195 "9.35%" 43.0461
"24139" 8.640511 0 NA "Pittsville" "VA" 311 116 "6.11%" 48.627
"64769" 8.640313 0 NA "Mindenmines" "MO" 407 189 "11.30%" 39.6738
"28606" 8.639874 0 20744 "Boomer" "NC" 1192 516 "6.96%" 47.1494
"45693" 8.638074 0 20745 "West Union" "OH" 5366 2263 "7.96%" 45.4234
"73802" 8.636595 0 NA "Woodward" "OK" 16 4 "12.50%" 37.593
"72833" 8.635801 0 20746 "Danville" "AR" 2870 1122 "10.17%" 41.5986
"58464" 8.634953 0 NA "McHenry" "ND" 221 103 "11.31%" 39.6372
"61322" 8.634606 0 20747 "Depue" "IL" 1036 428 "5.50%" 49.6482
"45648" 8.631889 0 20748 "Lucasville" "OH" 8860 3379 "7.57%" 46.075
"35006" 8.628915 0 20749 "Adger" "AL" 1976 859 "3.74%" 52.6714
"38425" 8.627592 0 20750 "Clifton" "TN" 2836 469 "11.81%" 38.7664
"27047" 8.626593 0 20751 "Siloam" "NC" 802 367 "4.49%" 51.3847
"15436" 8.625783 0 20752 "Fairchance" "PA" 2148 841 "9.96%" 41.9517
"75475" 8.62516 0 NA "Randolph" "TX" 115 45 "8.70%" 44.131
"64844" 8.624351 0 20753 "Granby" "MO" 2828 1257 "8.10%" 45.1592
"79547" 8.623417 0 20754 "Rule" "TX" 572 260 "11.54%" 39.22
"68725" 8.623148 0 NA "Chambers" "NE" 414 180 "12.32%" 37.8824
"39428" 8.621471 0 20755 "Collins" "MS" 5704 2584 "11.78%" 38.8082
"29009" 8.619467 0 20756 "Bethune" "SC" 1603 633 "6.74%" 47.4998
"12843" 8.618905 0 NA "Johnsburg" "NY" 449 199 "9.35%" 42.9873
"75856" 8.618752 0 NA "Pennington" "TX" 105 52 "16.19%" 31.2045
"98593" 8.618546 0 20757 "Vader" "WA" 641 266 "6.55%" 47.8097
"21640" 8.618145 0 20758 "Henderson" "MD" 820 347 "4.51%" 51.323
"16920" 8.617579 0 20759 "Elkland" "PA" 1242 486 "8.86%" 43.8346
"64449" 8.617157 0 NA "Fillmore" "MO" 301 116 "6.31%" 48.2177
"31007" 8.616906 0 20760 "Byromville" "GA" 611 214 "5.07%" 50.342
"17760" 8.616649 0 NA "North Bend" "PA" 330 123 "10.30%" 41.3293
"73542" 8.615557 0 20761 "Frederick" "OK" 3645 1452 "11.50%" 39.2737
"78043" 8.609551 0 20762 "Laredo" "TX" 18225 8034 "12.99%" 36.686
"63764" 8.603475 0 20763 "Marble Hill" "MO" 3905 1654 "7.96%" 45.3514
"39751" 8.602269 0 NA "Mantee" "MS" 481 257 "9.98%" 41.877
"24413" 8.602077 0 NA "Blue Grass" "VA" 215 85 "9.30%" 43.0422
"29916" 8.601742 0 20764 "Early Branch" "SC" 1002 434 "7.58%" 46
"26761" 8.60133 0 20765 "Shanks" "WV" 504 237 "11.31%" 39.5784
"74578" 8.600081 0 20766 "Wilburton" "OK" 4045 1793 "12.78%" 37.0416
"50562" 8.598866 0 NA "Mallard" "IA" 378 152 "5.82%" 49.03
"70532" 8.598314 0 20767 "Elton" "LA" 1631 743 "8.65%" 44.1668
"64501" 8.595811 0 20768 "Saint Joseph" "MO" 7489 2813 "12.27%" 37.9112
"62253" 8.593585 0 20769 "Keyesport" "IL" 620 247 "6.29%" 48.2177
"38855" 8.592594 0 20770 "Mantachie" "MS" 2988 1323 "7.16%" 46.711
"28586" 8.590536 0 20771 "Vanceboro" "NC" 4508 1798 "6.12%" 48.5001
"50136" 8.589185 0 NA "Keswick" "IA" 406 160 "9.61%" 42.49
"62992" 8.588878 0 20772 "Ullin" "IL" 706 243 "8.50%" 44.4034
"78358" 8.588433 0 20773 "Fulton" "TX" 905 342 "11.71%" 38.8644
"28709" 8.587884 0 20774 "Barnardsville" "NC" 1086 466 "8.66%" 44.131
"57217" 8.587406 0 NA "Bradley" "SD" 230 100 "3.91%" 52.3
"52550" 8.587406 0 NA "Delta" "IA" 420 170 "9.76%" 42.225
"5476" 8.586634 0 20775 "Richford" "VT" 2173 884 "8.10%" 45.0847
"71957" 8.585403 0 20776 "Mount Ida" "AR" 2306 922 "9.15%" 43.271
"23897" 8.584662 0 NA "Yale" "VA" 392 179 "9.95%" 41.894
"70660" 8.584116 0 20777 "Singer" "LA" 1595 453 "6.46%" 47.9065
"32443" 8.582708 0 20778 "Greenwood" "FL" 3531 915 "7.25%" 46.5374
"71747" 8.581481 0 20779 "Huttig" "AR" 935 380 "7.38%" 46.3112
"89191" 8.580715 0 20780 "Nellis AFB" "NV" 1851 721 "7.73%" 45.713
"72855" 8.578986 0 20781 "Paris" "AR" 4445 1834 "9.16%" 43.2475
"26346" 8.577589 0 20782 "Ellenboro" "WV" 641 276 "3.90%" 52.3
"84781" 8.577405 0 NA "Pine Valley" "UT" 31 17 "0%" 59.0237
"71654" 8.576488 0 20783 "Mc Gehee" "AR" 3308 1499 "13.66%" 35.4764
"42262" 8.574619 0 20784 "Oak Grove" "KY" 3503 2052 "10.19%" 41.46
"99771" 8.573626 0 NA "Shaktoolik" "AK" 117 46 "7.69%" 45.76
"48635" 8.573209 0 20785 "Lupton" "MI" 1402 580 "8.92%" 43.6568
