LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
1260966-DCA,Active,CANTALOUPE LLC,LOVELY DAY,196,ELIZABETH ST,NEW YORK,NY,10012,Unenclosed,53,2,5,40904478,40.72177043,-73.99436849,102,1,http://www.nyc.gov/manhattancb2,24937-2015-RSWC,Unenclosed,53,2,5,Application Review Completed,11/4/2015,9/15/2017,,8/4/2015,Ready For Review,8/4/2015,Approved,9/29/2015,Pending Review,8/7/2015,Review Period Expired,9/27/2015,Waived,9/29/2015,,,Approved,11/4/2015,Approved,11/4/2015,Issued,11/4/2015
1471547-DCA,Active,PRET A MANGER (USA) LIMITED,PRET A MANGER,655,AVENUE OF THE AMERICAS,NEW YORK,NY,10010,Unenclosed,165,4,8,50034176,40.74133778,-73.9942261,104,3,http://www.nyc.gov/mcb4,19127-2015-RSWC,Unenclosed,165,4,8,Application Review Completed,8/20/2015,4/15/2017,,5/11/2015,Ready For Review,5/11/2015,Approved,7/8/2015,,,Review Period Expired,7/2/2015,Waived,7/2/2015,,,Approved,8/10/2015,Approved,8/10/2015,Issued,8/10/2015
1071297-DCA,Active,"10TH AVENUE GROUP, INC.",44&X-HELLS KITCHEN,622,10TH AVE,NEW YORK,NY,10036,Unenclosed,542,18,52,40809948,40.76113289,-73.99419911,104,3,http://www.nyc.gov/mcb4,13299-2015-RSWC,Unenclosed,542,18,52,Application Review Completed,8/20/2015,4/15/2017,,3/25/2015,Ready For Review,3/25/2015,Approved,3/25/2015,,,Review Period Expired,5/19/2015,Recommendation Issued,5/19/2015,SWC Public Hearing,,Review Period Expired,6/9/2015,Approved,7/6/2015,Issued,7/6/2015
1198845-DCA,Active,"KIWIS' HISTORICAL BUILDING, LTD.",HALLO BERLIN,626,10TH AVE,NEW YORK,NY,10036,Unenclosed,179,6,15,40709530,40.76113289,-73.99416301,104,3,http://www.nyc.gov/mcb4,15436-2015-RSWC,Unenclosed,179,6,15,Application Review Completed,8/20/2015,4/15/2017,,4/9/2015,Ready For Review,4/9/2015,Approved,6/9/2015,,,Review Period Expired,6/4/2015,Waived,6/5/2015,,,Approved,7/10/2015,Approved,7/10/2015,Issued,8/4/2015
1345738-DCA,Active,HELL'S KITCHEN CREAM & SUGAR INC.,44 1/2 CAFE,626,10TH AVE,NEW YORK,NY,10036,Unenclosed,153,7,16,41108812,40.76113289,-73.99416301,104,3,http://www.nyc.gov/mcb4,28713-2016-RSWC,Unenclosed,153,7,16,Application Review Completed,12/15/2016,12/15/2018,1/15/2017,12/9/2016,Ready For Review,12/9/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,12/15/2016
2010827-DCA,Active,"WMW RESTAURANT GROUP, LLC",THE MARSHALL,628,10TH AVE,NEW YORK,NY,10036,Unenclosed,100,4,8,50002766,40.76121797,-73.99410164,104,3,http://www.nyc.gov/mcb4,8880-2016-RSWC,Unenclosed,100,4,8,Application Review Completed,9/9/2016,4/15/2018,,6/1/2016,Ready For Review,6/1/2016,Approved,8/1/2016,,,Review Period Expired,7/27/2016,Recommendation Issued,7/27/2016,SWC Public Hearing,7/27/2016,Approved,9/8/2016,Approved,9/8/2016,Issued,9/9/2016
1371615-DCA,Active,523 9TH AVENUE INC.,,523,9TH AVE,NEW YORK,NY,10018,Unenclosed,162,8,16,40993654,40.75674404,-73.99409482,104,3,http://www.nyc.gov/mcb4,6542-2016-RSWC,Unenclosed,162,8,16,Application Review Completed,4/12/2016,4/15/2018,,4/12/2016,Ready For Review,4/12/2016,Approved,,Proceed,4/12/2016,Review Period Expired,4/12/2016,Waived,4/12/2016,,,Approved,4/12/2016,Approved,4/12/2016,Issued,4/12/2016
2010338-DCA,Active,A & B FULTON CORP.,,7,OLD FULTON ST,BROOKLYN,NY,11201,Unenclosed,157,9,18,41454767,40.70298526,-73.9939445,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,883-2017-RSWC,Unenclosed,157,9,18,Pending Review,1/13/2017,4/13/2017,4/13/2017,1/6/2017,Ready For Review,1/11/2017,Issued Temp Op Letter,1/11/2017,Pending Review,1/11/2017,Review Period Expired,3/3/2017,Waived,3/6/2017,,,Pending Review,3/6/2017,Pending Review,,Pending Review,
,Inactive,HONEYBRAINS LAFAYETTE LLC,,372,LAFAYETTE ST,NEW YORK,NY,10012,Unenclosed,,10,20,50057051,40.72716934,-73.99387375,102,1,http://www.nyc.gov/manhattancb2,1823-2017-ASWC,Unenclosed,,10,20,Pending Review,2/17/2017,,,2/16/2017,Ready For Review,2/16/2017,Under Review,2/17/2017,Pending Review,2/17/2017,Pending Review,2/17/2017,Pending Review,,SWC Public Hearing,4/5/2017,Pending Review,,Pending Review,,Pending Review,
2009334-DCA,Active,DCB DELANCEY CORPORATION,SEL RROSE,1,DELANCEY ST,NEW YORK,NY,10002,Regular Unenclosed/Small Unenclosed,560,15,51,41703928,40.71997532,-73.99378422,103,1,http://www.nyc.gov/manhattancb3,30584-2016-RSWC,Regular Unenclosed/Small Unenclosed,560,15,51,Pending Review,3/4/2017,5/22/2017,5/22/2017,12/14/2016,Ready For Review,12/14/2016,Issued Temp Op Letter,2/6/2017,Pending Review,12/14/2016,Review Period Expired,2/4/2017,Waived,2/6/2017,,,Filed Recommendation,2/6/2017,Pending Review,,Pending Review,
,Inactive,ATLA LAFAYETTE LLC,,372,LAFAYETTE ST,NEW YORK,NY,10012,Unenclosed,,13,38,50059347,40.72713914,-73.99376551,102,1,http://www.nyc.gov/manhattancb2,635-2017-ASWC,Unenclosed,,13,38,Pending Review,1/23/2017,,,1/19/2017,Ready For Review,1/19/2017,Review Completed,3/23/2017,Pending Review,1/23/2017,Review Period Expired,3/15/2017,Recommendation Issued,3/22/2017,SWC Public Hearing,3/15/2017,Filed Recommendation,3/23/2017,Pending Review,,Pending Review,
2038230-DCA,Active,BOWERY HOSPITALITY ASSOCIATES LLC,VANDAL,199,BOWERY,NEW YORK,NY,10002,Unenclosed,540,17,67,50043879,40.72115008,-73.99370114,103,1,http://www.nyc.gov/manhattancb3,1154-2017-AMND,Unenclosed,,13,42,Pending Review,3/1/2017,12/15/2018,,3/1/2017,Ready For Review,3/1/2017,Under Review,3/1/2017,Pending Review,3/1/2017,Pending Review,3/1/2017,Pending Review,,SWC Public Hearing,4/19/2017,Pending Review,,Pending Review,,Pending Review,
1308519-DCA,Active,"STINKY VINE, LLC",,282,SMITH ST,BROOKLYN,NY,11231,Unenclosed,190,8,16,41319146,40.68226772,-73.99366154,306,39,http://www.brooklyncb6.org/,26346-2015-RSWC,Unenclosed,190,8,16,Application Review Completed,2/29/2016,9/15/2017,,9/16/2015,Ready For Review,9/16/2015,Approved,11/10/2015,Pending Review,9/16/2015,Review Period Expired,11/6/2015,Waived,11/9/2015,,,Approved,2/29/2016,Approved,2/29/2016,Issued,2/29/2016
1458496-DCA,Active,"LAFAYETTE STREET PARTNERS II, LLC",LAFAYETTE,380,LAFAYETTE ST,NEW YORK,NY,10003,Unenclosed,962,23,84,41714997,40.727603,-73.99363198,102,1,http://www.nyc.gov/manhattancb2,5537-2016-RSWC,Unenclosed,962,23,84,Application Review Completed,3/30/2016,9/15/2018,,3/30/2016,Ready For Review,3/30/2016,Approved,,Proceed,3/30/2016,Recommend Approval,3/30/2016,Waived,3/30/2016,,,Approved,3/30/2016,Approved,3/30/2016,Issued,3/30/2016
2038117-DCA,Active,ICON TWO LLC,,218,BOWERY,NEW YORK,NY,10012,Unenclosed,226,11,22,50034769,40.72199546,-73.99361087,102,1,http://www.nyc.gov/manhattancb2,3200-2016-ASWC,Unenclosed,226,11,22,Application Review Completed,7/6/2016,4/15/2018,,3/18/2016,Ready For Review,3/18/2016,Approved,3/18/2016,Pending Review,3/18/2016,Review Period Expired,5/8/2016,Recommendation Issued,5/16/2016,SWC Public Hearing,5/4/2016,Approved,6/7/2016,Approved,7/6/2016,Issued,7/6/2016
2013929-DCA,Active,PEARL & ASH LLC,,220,BOWERY,NEW YORK,NY,10012,Unenclosed,184,7,16,50004432,40.72199546,-73.99360004,102,1,http://www.nyc.gov/manhattancb2,12466-2016-RSWC,Unenclosed,184,7,16,Application Review Completed,12/19/2016,9/15/2018,,9/16/2016,Ready For Review,9/16/2016,Approved,11/3/2016,Pending Review,9/16/2016,Recommend Approval,10/21/2016,Waived,11/3/2016,,,Approved,12/19/2016,Approved,12/19/2016,Issued,12/19/2016
2042117-DCA,Active,AIO GOURMET LLC,LE BON CROIX,652,10TH AVE,NEW YORK,NY,10036,Unenclosed,446,8,26,50040953,40.76198098,-73.99355288,104,3,http://www.nyc.gov/mcb4,5403-2016-ASWC,Unenclosed,446,8,26,Application Review Completed,3/13/2017,4/15/2018,11/18/2016,4/27/2016,Ready For Review,4/27/2016,Approved,8/8/2016,Pending Review,4/27/2016,Review Period Expired,6/17/2016,Recommendation Issued,8/8/2016,SWC Public Hearing,6/15/2016,Approved,3/13/2017,Approved,3/13/2017,Issued,3/13/2017
2018404-DCA,Active,Juliana's UTBB LLC,,19,OLD FULTON ST,BROOKLYN,NY,11201,Unenclosed,67,3,6,41700297,40.70274918,-73.99350812,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,16516-2014-ASWC,Unenclosed,67,3,6,Application Review Completed,5/1/2015,12/15/2017,,12/22/2014,Ready For Review,12/24/2014,Approved,12/24/2014,,,Recommend Approval,2/18/2015,Recommendation Issued,2/18/2015,SWC Public Hearing,,Approved,4/2/2015,Approved,4/2/2015,Issued,5/1/2015
1254298-DCA,Active,"MARKT ON LADIES' MILE, LLC",,676,AVENUE OF THE AMERICAS,NEW YORK,NY,10010,Unenclosed,222,10,20,41252052,40.74158751,-73.99349712,105,3,http://www.cb5.org,31824-2015-RSWC,Unenclosed,222,10,20,Application Review Completed,3/18/2016,12/15/2017,,12/3/2015,Ready For Review,12/3/2015,Approved,2/1/2016,Pending Review,12/4/2015,Review Period Expired,1/24/2016,Waived,2/1/2016,,,Approved,3/18/2016,Approved,3/18/2016,Issued,3/18/2016
0920314-DCA,Active,LEKKAS RESTAURANT CORP.,GREEK CORNER,322,7TH AVE,NEW YORK,NY,10001,Enclosed,159,5,18,40372944,40.74748323,-73.99344241,105,3,http://www.cb5.org,103-2013-RSWC,Enclosed,159,5,18,Application Review Completed,7/8/2015,5/15/2017,,6/10/2015,,,Approved,,Proceed,3/6/2015,Review Period Expired,4/24/2015,Recommendation Issued,4/24/2015,SWC Public Hearing,,Review Period Expired,6/1/2015,Approved,7/8/2015,Issued,7/8/2015
2038099-DCA,Active,CHEZ JOSEPHINE LTD.,,414,W 42ND ST,NEW YORK,NY,10036,Unenclosed,168,8,16,40384671,40.75850613,-73.99344132,104,3,http://www.nyc.gov/mcb4,3631-2016-ASWC,Unenclosed,168,8,16,Application Review Completed,7/20/2016,9/15/2018,,3/25/2016,Ready For Review,3/28/2016,Approved,6/7/2016,Pending Review,3/28/2016,Review Period Expired,5/18/2016,Recommendation Issued,5/25/2016,SWC Public Hearing,5/18/2016,Approved,7/20/2016,Approved,7/20/2016,Issued,7/20/2016
1424351-DCA,Active,667 TENTH AVENUE CORP,FAST EDDIES,667,10TH AVE,NEW YORK,NY,10036,Unenclosed,389,18,37,41655185,40.76282087,-73.99343368,104,3,http://www.nyc.gov/mcb4,5385-2016-AMND,Unenclosed,,8,29,Pending Review,11/29/2016,4/15/2018,,11/28/2016,Ready For Review,11/29/2016,Under Review,11/29/2016,Pending Review,11/29/2016,Review Period Expired,1/19/2017,Pending Review,1/19/2017,SWC Public Hearing,1/18/2017,Pending Review,,Pending Review,,Pending Review,
2009821-DCA,Active,407 WEST 42ND STREET CORPORATION,WESTBANK CAFE,407,W 42ND ST,NEW YORK,NY,10036,Unenclosed,178,8,16,40371454,40.75938994,-73.99342319,104,3,http://www.nyc.gov/mcb4,1783-2016-RSWC,Unenclosed,178,8,16,Application Review Completed,7/29/2016,4/15/2018,8/15/2016,2/24/2016,Ready For Review,2/26/2016,Approved,6/7/2016,Pending Review,3/23/2016,Review Period Expired,5/13/2016,Waived,5/25/2016,,,Approved,7/29/2016,Approved,7/29/2016,Issued,7/29/2016
0623018-DCA,Active,P.J. COFFEE SHOP INC.,CLARKS RESTAURANT,80,CLARK ST,BROOKLYN,NY,11201,Enclosed,479,18,40,40381551,40.69736668,-73.99332111,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,8493-2016-RSWC,Enclosed,479,18,40,Application Review Completed,5/23/2016,5/15/2018,,5/23/2016,Ready For Review,5/23/2016,Approved,,Proceed,5/23/2016,Recommend Approval,5/23/2016,Waived,5/23/2016,,,Approved,5/23/2016,Approved,5/23/2016,Issued,5/23/2016
1036208-DCA,Active,283 SMITH STREET FOOD CORP.,ZAYTOONS,283,SMITH ST,BROOKLYN,NY,11231,Unenclosed,212,5,18,41031583,40.68229241,-73.99331902,306,33,http://www.brooklyncb6.org/,293-2016-RSWC,Unenclosed,212,5,18,Application Review Completed,5/11/2016,12/15/2017,,1/13/2016,Ready For Review,1/13/2016,Approved,3/8/2016,Pending Review,1/14/2016,Review Period Expired,3/5/2016,Waived,3/7/2016,,,Approved,5/11/2016,Approved,5/11/2016,Issued,5/11/2016
1151949-DCA,Active,CALSHEA REST. CORP.,THE TRIPLE CROWN,330,7TH AVE,NEW YORK,NY,10001,Unenclosed,158,4,12,40402231,40.74776593,-73.99325832,105,3,http://www.cb5.org,25711-2015-RSWC,Unenclosed,158,4,12,Application Review Completed,12/22/2015,9/15/2017,2/15/2016,8/27/2015,Ready For Review,8/27/2015,Approved,10/26/2015,Pending Review,8/28/2015,Review Period Expired,10/18/2015,Waived,10/23/2015,,,Approved,12/22/2015,Approved,12/22/2015,Issued,12/22/2015
1422759-DCA,Active,IL BARETTO LLC,,750,11TH AVE,NEW YORK,NY,10019,Unenclosed,172,12,24,41614641,40.76740183,-73.99323106,104,3,http://www.nyc.gov/mcb4,10513-2016-RSWC,Unenclosed,172,12,24,Application Review Completed,8/9/2016,9/15/2018,,8/9/2016,Ready For Review,8/9/2016,Approved,,Proceed,8/9/2016,Review Period Expired,8/9/2016,Waived,8/9/2016,,,Approved,8/9/2016,Approved,8/9/2016,Issued,8/9/2016
1034252-DCA,Active,31 GREAT JONES RESTAURANT CORP.,VIC'S,31,GREAT JONES ST,NEW YORK,NY,10012,Unenclosed,159,7,14,40665359,40.7268262,-73.99311973,102,1,http://www.nyc.gov/manhattancb2,32556-2016-RSWC,Unenclosed,159,7,14,Application Review Completed,1/25/2017,12/15/2018,2/1/2017,12/22/2016,Ready For Review,12/22/2016,Approved,,Proceed,1/25/2017,Recommend Approval,1/25/2017,Recommendation Issued,1/25/2017,,,Pending Review,1/25/2017,Approved,1/25/2017,Issued,1/25/2017
1419380-DCA,Active,"ANEJO, LLC",ANEJO TEQUILERIA,668,10TH AVE,NEW YORK,NY,10036,Unenclosed,335,20,40,41619698,40.76257656,-73.99306911,104,3,http://www.nyc.gov/mcb4,28747-2016-RSWC,Unenclosed,335,20,40,Application Review Completed,12/23/2016,12/15/2018,,12/9/2016,Ready For Review,12/14/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,12/23/2016
1412892-DCA,Active,120 U REST. LLC,TORTARIA,94,UNIVERSITY PL,NEW YORK,NY,10003,Enclosed,292,12,24,41618840,40.73388022,-73.99299993,102,2,http://www.nyc.gov/manhattancb2,18450-2015-RSWC,Enclosed,292,12,24,Application Review Completed,10/1/2015,5/15/2017,,4/29/2015,Ready For Review,4/29/2015,Approved,9/8/2015,Proceed,9/8/2015,Review Period Expired,9/8/2015,Waived,9/8/2015,,,Approved,10/1/2015,Approved,10/1/2015,Issued,10/1/2015
1429312-DCA,Inactive,241 BOWERY CORP.,THE BOWERY DINER,241,BOWERY,NEW YORK,NY,10002,Unenclosed,112,4,9,41609204,40.72247575,-73.99297948,103,1,http://www.nyc.gov/manhattancb3,21529-2014-RSWC,Unenclosed,112,4,9,Application Review Completed,3/20/2015,12/15/2016,,11/6/2014,Ready For Review,11/12/2014,Approved,11/13/2014,,,Recommend Approval,1/30/2015,Recommendation Issued,1/30/2015,SWC Public Hearing,,Approved,3/19/2015,Approved,3/19/2015,Issued,3/20/2015
1109238-DCA,Active,IL BUCO CORP.,,47,BOND ST,NEW YORK,NY,10012,Unenclosed,154,2,12,40400710,40.72582984,-73.99291418,102,1,http://www.nyc.gov/manhattancb2,32051-2015-RSWC,Unenclosed,154,2,12,Application Review Completed,4/15/2016,12/15/2017,6/3/2016,12/4/2015,Ready For Review,12/4/2015,Approved,12/4/2015,Pending Review,12/4/2015,Review Period Expired,1/24/2016,Waived,2/1/2016,,,Review Period Expired,2/22/2016,Approved,4/15/2016,Issued,4/15/2016
1248607-DCA,Active,BIDOCHONS CORP.,,263,SMITH ST,BROOKLYN,NY,11231,Unenclosed,304,12,24,41193629,40.68291544,-73.99287908,306,33,http://www.brooklyncb6.org/,15656-2015-RSWC,Unenclosed,304,12,24,Application Review Completed,6/10/2015,4/15/2017,7/30/2015,4/10/2015,Ready For Review,4/10/2015,Approved,4/13/2015,,,Recommend Approval,4/24/2015,Recommendation Issued,4/30/2015,SWC Public Hearing,,Approved,5/29/2015,Approved,5/29/2015,Issued,6/10/2015
1320701-DCA,Active,352 RESTAURANT CORP.,MUSTANG HARRY'S,352,7TH AVE,NEW YORK,NY,10001,Unenclosed,200,6,12,40539007,40.74835053,-73.99283239,105,3,http://www.cb5.org,17033-2015-RSWC,Unenclosed,200,6,12,Application Review Completed,8/20/2015,4/15/2017,,6/26/2015,Ready For Review,4/21/2015,Approved,4/23/2015,,,Recommend Approval,5/15/2015,Recommendation Issued,5/19/2015,SWC Public Hearing,,Review Period Expired,6/9/2015,Approved,7/24/2015,Issued,8/6/2015
2028017-DCA,Active,PAULANER BRAUHAUS & RESTAURANT LLC,,265,BOWERY,NEW YORK,NY,10002,Unenclosed,242,12,24,50002108,40.72340346,-73.9926619,103,1,http://www.nyc.gov/manhattancb3,9286-2015-ASWC,Unenclosed,242,12,24,Application Review Completed,10/2/2015,4/15/2017,,7/1/2015,Ready For Review,7/1/2015,Approved,9/9/2015,,,Review Period Expired,8/19/2015,Recommendation Issued,8/19/2015,SWC Public Hearing,8/19/2015,Approved,10/1/2015,Approved,10/1/2015,Issued,10/2/2015
1470765-DCA,Inactive,"KINGS 55 GROUP, INC.",LE PHILOSOPHE,55,BOND ST,NEW YORK,NY,10012,Unenclosed,140,7,14,41699976,40.72572004,-73.99264721,102,1,http://www.nyc.gov/manhattancb2,17608-2015-RSWC,Unenclosed,140,7,14,Application Review Completed,8/20/2015,4/15/2017,,4/24/2015,Ready For Review,4/24/2015,Approved,6/19/2015,,,Review Period Expired,6/15/2015,Waived,6/15/2015,,,Approved,7/24/2015,Approved,7/24/2015,Issued,8/5/2015
1318806-DCA,Active,PGT REST. CORP,SLAINTE,304,BOWERY,NEW YORK,NY,10012,Unenclosed,170,8,16,41012338,40.72480054,-73.99257516,102,1,http://www.nyc.gov/manhattancb2,25040-2015-RSWC,Unenclosed,170,8,16,Application Review Completed,11/2/2015,9/15/2017,,8/6/2015,Ready For Review,8/6/2015,Approved,9/29/2015,Pending Review,8/6/2015,Review Period Expired,9/26/2015,Waived,9/29/2015,,,Approved,11/2/2015,Approved,11/2/2015,Issued,11/2/2015
1473612-DCA,Active,"SOCIALE, LLC",SOCIALE,72,HENRY ST,BROOKLYN,NY,11201,Unenclosed,212,10,20,50000422,40.69871157,-73.99253839,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,27441-2015-RSWC,Unenclosed,212,10,20,Application Review Completed,1/20/2016,12/15/2017,3/15/2016,10/22/2015,Ready For Review,10/22/2015,Approved,12/17/2015,Pending Review,10/22/2015,Review Period Expired,12/12/2015,Waived,12/14/2015,,,Approved,1/20/2016,Approved,1/20/2016,Issued,1/20/2016
1391334-DCA,Active,TTT BROOKLYN INC.,JOLIE CANTINA,241,SMITH ST,BROOKLYN,NY,11231,Unenclosed,266,9,20,41580873,40.68356318,-73.99246077,306,33,http://www.brooklyncb6.org/,32874-2015-RSWC,Unenclosed,266,9,20,Application Review Completed,5/28/2016,12/15/2017,,12/11/2015,Ready For Review,12/11/2015,Approved,2/1/2016,,,Review Period Expired,1/31/2016,Waived,2/1/2016,,,Approved,5/27/2016,Approved,5/27/2016,Issued,5/28/2016
,Inactive,PRET A MANGER USA LIMITED,,1,ASTOR PL,NEW YORK,NY,10003,Unenclosed,,3,6,41632528,40.73024887,-73.99245188,102,2,http://www.nyc.gov/manhattancb2,2637-2017-ASWC,Unenclosed,,3,6,Pending Review,3/3/2017,,,3/3/2017,Ready For Review,3/3/2017,Under Review,3/3/2017,Pending Review,3/3/2017,Pending Review,3/3/2017,Pending Review,,SWC Public Hearing,4/19/2017,Pending Review,,Pending Review,,Pending Review,
1422675-DCA,Active,IL BUCO VINERIA LLC,IL BUCO ALIMENTARY & VINERIA,53,GREAT JONES ST,NEW YORK,NY,10012,Small Unenclosed,105,6,12,41610164,40.72646385,-73.99243066,102,1,http://www.nyc.gov/manhattancb2,6326-2016-RSWC,Small Unenclosed,105,6,12,Application Review Completed,4/8/2016,4/15/2018,,4/8/2016,Ready For Review,4/8/2016,Approved,,Proceed,4/8/2016,Review Period Expired,4/8/2016,Waived,4/8/2016,,,Approved,4/8/2016,Approved,4/8/2016,Issued,4/8/2016
1458968-DCA,Active,SYMBIONTS LIVING LLC,BAREBURGER,145,COURT ST,BROOKLYN,NY,11201,Unenclosed,292,10,24,41718673,40.68920643,-73.99241325,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,33402-2015-RSWC,Unenclosed,292,10,24,Application Review Completed,8/10/2016,12/15/2017,7/31/2016,12/16/2015,Ready For Review,12/16/2015,Approved,2/8/2016,Pending Review,12/16/2015,Review Period Expired,2/5/2016,Waived,2/8/2016,,,Approved,4/7/2016,Approved,4/7/2016,Issued,8/10/2016
1277645-DCA,Active,THINK BLEECKER LLC,THINK COFFEE,1,BLEECKER ST,NEW YORK,NY,10012,Unenclosed,233,10,20,41314548,40.72542084,-73.99240191,102,1,http://www.nyc.gov/manhattancb2,6227-2016-RSWC,Unenclosed,233,10,20,Application Review Completed,4/7/2016,4/15/2018,,4/7/2016,Ready For Review,4/7/2016,Approved,,Proceed,4/7/2016,Review Period Expired,4/7/2016,Waived,4/7/2016,,,Approved,4/7/2016,Approved,4/7/2016,Issued,4/7/2016
1281748-DCA,Active,"316 BOWERY, LLC",,316,BOWERY,NEW YORK,NY,10012,Unenclosed,400,17,34,41314372,40.72518479,-73.99239473,102,1,http://www.nyc.gov/manhattancb2,29992-2016-RSWC,Unenclosed,400,17,34,Application Review Completed,12/13/2016,12/15/2018,,12/13/2016,Ready For Review,12/13/2016,Approved,,Proceed,12/13/2016,Recommend Approval,12/13/2016,Waived,12/13/2016,,,Approved,12/13/2016,Approved,12/13/2016,Issued,12/13/2016
2038465-DCA,Active,"VAP UNION SQUARE, LLC",,113,UNIVERSITY PL,NEW YORK,NY,10003,Unenclosed,316,8,15,41551620,40.73429188,-73.99224575,102,2,http://www.nyc.gov/manhattancb2,4128-2016-ASWC,Unenclosed,316,8,15,Application Review Completed,8/1/2016,4/15/2018,,4/4/2016,Ready For Review,4/4/2016,Approved,6/20/2016,Pending Review,4/4/2016,Review Period Expired,5/25/2016,Recommendation On Hold,6/1/2016,SWC Public Hearing,5/25/2016,Approved,7/29/2016,Approved,8/1/2016,Issued,8/1/2016
2022878-DCA,Active,"EL ORIGINAL NYC, LLC",,735,10TH AVE,NEW YORK,NY,10019,Unenclosed,259,12,24,50033364,40.76458292,-73.99220973,104,3,http://www.nyc.gov/mcb4,26081-2016-RSWC,Unenclosed,259,12,24,Pending Review,3/4/2017,3/27/2017,3/27/2017,12/2/2016,Ready For Review,12/2/2016,Issued Temp Op Letter,1/27/2017,Pending Review,12/5/2016,Review Period Expired,1/25/2017,Waived,1/25/2017,,,Filed Recommendation,1/27/2017,Pending Review,,Pending Review,
1456597-DCA,Active,FOYER LLC,,50,W 22ND ST,NEW YORK,NY,10010,Unenclosed,88,4,4,41696334,40.74171369,-73.99216188,105,3,http://www.cb5.org,13308-2015-RSWC,Unenclosed,88,4,4,Application Review Completed,8/20/2015,4/15/2017,,3/25/2015,Ready For Review,3/25/2015,Approved,3/25/2015,,,Recommend Approval,5/20/2015,Recommendation Issued,5/20/2015,SWC Public Hearing,,Review Period Expired,6/10/2015,Approved,6/26/2015,Issued,6/26/2015
1317766-DCA,Active,BROOKLYN HEIGHTS WINE BAR LLC,,50,HENRY ST,BROOKLYN,NY,11201,Unenclosed,138,6,12,41388348,40.69953498,-73.9921416,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,25909-2015-RSWC,Unenclosed,138,6,12,Application Review Completed,12/4/2015,9/15/2017,,9/2/2015,Ready For Review,9/2/2015,Approved,10/26/2015,Pending Review,9/2/2015,Review Period Expired,10/23/2015,Waived,10/23/2015,,,Approved,12/4/2015,Approved,12/4/2015,Issued,12/4/2015
1190049-DCA,Active,HORSESHOES NY INC.,,611,9TH AVE,NEW YORK,NY,10036,Unenclosed,91,4,8,41066767,40.75945848,-73.99212731,104,3,http://www.nyc.gov/mcb4,25312-2015-RSWC,Unenclosed,91,4,8,Application Review Completed,12/7/2015,9/15/2017,,8/13/2015,Ready For Review,8/13/2015,Approved,8/14/2015,Pending Review,8/13/2015,Review Period Expired,10/4/2015,Waived,10/13/2015,,,Review Period Expired,11/3/2015,Approved,12/7/2015,Issued,12/7/2015
1360658-DCA,Active,"BOWERY RESTAURANT, LLC",DBGB,299,BOWERY,NEW YORK,NY,10003,Unenclosed,432,15,30,41410209,40.72439428,-73.99209898,103,2,http://www.nyc.gov/manhattancb3,23983-2016-RSWC,Unenclosed,432,15,30,Application Review Completed,1/4/2017,12/15/2018,,11/28/2016,Ready For Review,11/28/2016,Approved,,Proceed,1/4/2017,Review Period Expired,1/4/2017,Waived,1/4/2017,,,Approved,1/4/2017,Approved,1/4/2017,Issued,1/4/2017
1381793-DCA,Active,GARDEN CAFE ASSOCIATES LLC,B BAR & GRILL,40,E 4TH ST,NEW YORK,NY,10003,Unenclosed,198,5,20,41456472,40.72707042,-73.99205897,102,1,http://www.nyc.gov/manhattancb2,26160-2015-RSWC,Unenclosed,198,5,20,Application Review Completed,1/12/2016,9/15/2017,,9/10/2015,Ready For Review,9/10/2015,Approved,10/27/2015,Pending Review,9/10/2015,Recommend Approval,10/26/2015,Waived,10/27/2015,,,Approved,1/12/2016,Approved,1/12/2016,Issued,1/12/2016
