LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
1312021-DCA,Active,"LX AVENUE BAGELS, INC.",,1228,LEXINGTON AVE,NEW YORK,NY,10028,Unenclosed,35,4,8,40901832,40.777813032575686,-73.95699696239299,108,4,http://www.cb8m.com/,16192-2015-RSWC,Unenclosed,35,4,8,Application Review Completed,08/20/2015,04/15/2017,10/09/2015,04/15/2015,Ready For Review,04/15/2015,Approved,06/10/2015,,,Recommend Approval,06/05/2015,Waived,06/05/2015,,,Approved,07/10/2015,Approved,07/10/2015,Issued,07/16/2015
1456625-DCA,Active,51 KENT CAFE INC.,KENT ALE HOUSE,51,KENT AVE,BROOKLYN,NY,11249,Unenclosed,437,24,50,41635973,40.722326061374815,-73.95934166846052,301,33,http://www.nyc.gov/brooklyncb1,13944-2015-RSWC,Unenclosed,437,24,50,Application Review Completed,09/22/2015,04/15/2017,,03/31/2015,Ready For Review,03/31/2015,Approved,04/01/2015,,,Review Period Expired,05/27/2015,Recommendation Issued,05/27/2015,SWC Public Hearing,,Review Period Expired,06/17/2015,Approved,08/11/2015,Issued,09/22/2015
2022457-DCA,Active,E2 185 BLEECKER LLC,BY CHLOE,185,BLEECKER ST,NEW YORK,NY,10012,Unenclosed,54,4,8,50032704,40.72924453428038,-74.00096334526998,102,1,http://www.nyc.gov/manhattancb2,1857-2015-ASWC,Unenclosed,54,4,8,Application Review Completed,08/20/2015,04/15/2017,,02/19/2015,Ready For Review,02/23/2015,Approved,02/24/2015,,,Recommend Approval,03/23/2015,Recommendation Issued,05/11/2015,SWC Public Hearing,,Approved,05/29/2015,Approved,05/29/2015,Issued,08/04/2015
2010312-DCA,Inactive,BLUE BELL RESTAURANT LLC,CANTINE PARISIENNE,153,ELIZABETH ST,NEW YORK,NY,10012,Unenclosed,470,14,42,50000014,40.720554535364876,-73.99516947143668,102,1,http://www.nyc.gov/manhattancb2,5354-2014-ASWC,Unenclosed,470,14,42,Application Review Completed,08/27/2014,12/15/2016,12/15/2016,04/22/2014,Ready For Review,04/23/2014,Approved,04/30/2014,,,Recommend Approval,06/18/2014,Recommendation Issued,06/18/2014,SWC Public Hearing,,Approved,08/08/2014,Approved,08/08/2014,Issued,08/27/2014
1422033-DCA,Active,KAZO INC,PIERRE LOTI,300 1/2,E 52ND ST,NEW YORK,NY,10022,Unenclosed,230,9,18,41588029,40.75589967815467,-73.96736670407854,106,4,http://cbsix.org,13782-2016-RSWC,Unenclosed,230,9,18,Pending Review,03/04/2017,04/05/2017,04/05/2017,10/11/2016,Ready For Review,10/11/2016,Issued Temp Op Letter,,Pending Review,10/11/2016,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2022425-DCA,Active,"AFB LOUNGE, LLC",BRIK LOUNGE AND KITCHEN,3216,STEINWAY ST,ASTORIA,NY,11103,Unenclosed,85,4,16,50012102,40.75859896735945,-73.91950896574564,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,2942-2015-ASWC,Unenclosed,85,4,16,Application Review Completed,06/10/2015,04/15/2017,,03/13/2015,Ready For Review,03/16/2015,Approved,03/16/2015,,,Recommend Approval,03/27/2015,Recommendation Issued,05/06/2015,SWC Public Hearing,,Review Period Expired,06/01/2015,Approved,06/06/2015,Issued,06/10/2015
1189655-DCA,Active,"SBCPS, LLC",,40,CENTRAL PARK S,NEW YORK,NY,10019,Unenclosed,256,10,20,41089876,40.76499498891416,-73.9753041851741,105,4,http://www.cb5.org,13868-2015-RSWC,Unenclosed,256,10,20,Pending Review,03/03/2017,06/03/2017,06/03/2017,03/31/2015,Ready For Review,03/31/2015,Issued Temp Op Letter,04/02/2015,Pending Review,04/02/2015,Review Period Expired,06/01/2015,Pending Review,06/01/2015,SWC Public Hearing,,Pending Review,,Pending Review,,Pending Review,
2024391-DCA,Active,ZUPPANYC LLC,RE UNION,544,UNION AVE,BROOKLYN,NY,11211,Unenclosed,207,10,22,50014243,40.71709440444361,-73.95184872954867,301,33,http://www.nyc.gov/brooklyncb1,4934-2015-ASWC,Unenclosed,207,10,22,Application Review Completed,03/03/2016,04/15/2017,,04/16/2015,Ready For Review,04/16/2015,Approved,06/19/2015,Pending Review,04/16/2015,Review Period Expired,06/06/2015,Recommendation Issued,06/10/2015,SWC Public Hearing,,Approved,03/02/2016,Approved,03/02/2016,Issued,03/03/2016
1133422-DCA,Active,"BLUE SMOKE, LLC",,116,E 27TH ST,NEW YORK,NY,10016,Unenclosed,210,4,16,40880715,40.74216569106583,-73.98375708613153,105,2,http://www.cb5.org,27515-2015-RSWC,Unenclosed,210,4,16,Application Review Completed,02/05/2016,12/15/2017,03/15/2016,10/27/2015,Ready For Review,10/27/2015,Approved,12/17/2015,Pending Review,10/27/2015,Recommend Approval,12/14/2015,Waived,12/14/2015,,,Approved,02/05/2016,Approved,02/05/2016,Issued,02/05/2016
1158198-DCA,Active,412 AMSTERDAM CORP.,,412,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,134,13,26,41004578,40.783731143369806,-73.9781426939658,107,6,http://www.nyc.gov/mcb7,27184-2016-RSWC,Unenclosed,134,13,26,Application Review Completed,12/06/2016,12/15/2018,,12/21/2016,Ready For Review,12/06/2016,Approved,,Proceed,12/06/2016,Review Period Expired,12/06/2016,Waived,12/06/2016,,,Approved,12/06/2016,Approved,12/06/2016,Issued,12/06/2016
1136223-DCA,Active,A. VENIERO INC.,,342,E 11TH ST,NEW YORK,NY,10003,Unenclosed,170,10,20,40927918,40.72940274742206,-73.98492559508009,103,2,http://www.nyc.gov/manhattancb3,26970-2015-RSWC,Unenclosed,170,10,20,Application Review Completed,05/17/2016,09/15/2018,03/22/2016,09/30/2015,Ready For Review,09/30/2015,Approved,11/20/2015,,,Review Period Expired,01/10/2016,Waived,05/16/2016,,,Approved,05/16/2016,Approved,05/16/2016,Issued,05/17/2016
2021901-DCA,Active,NICOBAR LTD,,10420,METROPOLITAN AVE,FOREST HILLS,NY,11375,Unenclosed,196,10,20,41418337,40.709832556725225,-73.84837674522073,406,29,http://queenscb6.org/,2738-2015-ASWC,Unenclosed,196,10,20,Application Review Completed,06/05/2015,04/15/2017,,03/10/2015,Ready For Review,03/10/2015,Approved,03/12/2015,,,Recommend Approval,04/15/2015,Recommendation Issued,04/30/2015,SWC Public Hearing,,Approved,05/29/2015,Approved,05/29/2015,Issued,06/05/2015
1230537-DCA,Active,ELSAYED III CORP.,HORUS CORP.,293,E 10TH ST,NEW YORK,NY,10009,Unenclosed,401,16,38,41168098,40.72792014658963,-73.98192049721244,103,2,http://www.nyc.gov/manhattancb3,2361-2016-RSWC,Unenclosed,401,16,38,Application Review Completed,03/01/2016,04/15/2018,,03/01/2016,Ready For Review,03/01/2016,Approved,,Proceed,03/01/2016,Review Period Expired,03/01/2016,Waived,03/01/2016,,,Review Period Expired,03/01/2016,Waived,03/01/2016,Issued,03/01/2016
0919619-DCA,Active,ZESTFUL MANAGEMENT CORP.,BAR 6,502,AVENUE OF THE AMERICAS,NEW YORK,NY,10011,Unenclosed,89,4,12,40394401,40.7363891022645,-73.99730450906928,102,3,http://www.nyc.gov/manhattancb2,10729-2016-RSWC,Unenclosed,89,4,12,Application Review Completed,08/16/2016,09/15/2018,,08/16/2016,Ready For Review,08/16/2016,Approved,,Proceed,08/16/2016,Review Period Expired,08/16/2016,Waived,08/16/2016,,,Approved,08/16/2016,Approved,08/16/2016,Issued,08/16/2016
2038956-DCA,Active,NICKY CAST PIZZA INC,DENINO'S PIZZERIA & TAVERN,93,MACDOUGAL ST,NEW YORK,NY,10012,Unenclosed,98,5,10,50051328,40.72940647310473,-74.00115457391584,102,1,http://www.nyc.gov/manhattancb2,13073-2016-RSWC,Unenclosed,98,5,10,Application Review Completed,09/27/2016,09/15/2018,,09/27/2016,Ready For Review,09/27/2016,Approved,,Proceed,09/27/2016,Review Period Expired,09/27/2016,Waived,09/27/2016,,,Approved,09/27/2016,Approved,09/27/2016,Issued,09/27/2016
,Inactive,ONE MEATBALL LLC,MINA,367,7TH AVE,BROOKLYN,NY,11215,Unenclosed,271,6,20,,40.66567438510574,-73.9823915479571,306,39,http://www.brooklyncb6.org/,1272-2017-ASWC,Unenclosed,271,6,20,Pending Review,02/06/2017,,,02/02/2017,Ready For Review,02/02/2017,Under Review,02/06/2017,Pending Review,02/06/2017,Pending Review,02/06/2017,Pending Review,,SWC Public Hearing,03/29/2017,Pending Review,,Pending Review,,Pending Review,
1385278-DCA,Active,170 BEDFORD RESTAURANT LLC,THE MEATBALL SHOP,170,BEDFORD AVE,BROOKLYN,NY,11211,Unenclosed,52,3,6,41572590,40.71828510949827,-73.95749712335765,301,33,http://www.nyc.gov/brooklyncb1,27655-2015-RSWC,Unenclosed,52,3,6,Application Review Completed,01/26/2016,12/15/2017,,10/29/2015,Ready For Review,10/30/2015,Approved,12/17/2015,Pending Review,10/30/2015,Recommend Approval,12/14/2015,Waived,12/14/2015,,,Approved,01/26/2016,Approved,01/26/2016,Issued,01/26/2016
,Inactive,"CCFC 62 SPRING, LLC",CHEFS CLUB COUNTER,62,SPRING ST,NEW YORK,NY,10012,Unenclosed,,7,14,50060947,40.722346931322086,-73.99725456975291,102,1,http://www.nyc.gov/manhattancb2,3516-2017-ASWC,Unenclosed,,7,14,Pending Review,03/21/2017,,,03/20/2017,Ready For Review,03/21/2017,Under Review,03/21/2017,Pending Review,03/21/2017,Pending Review,03/21/2017,Pending Review,,SWC Public Hearing,05/10/2017,Pending Review,,Pending Review,,Pending Review,
1190070-DCA,Active,WEST 62 OPERATING LLC,,61,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,510,26,50,40760523,40.77109520483743,-73.98306768306081,107,3,http://www.nyc.gov/mcb7,31597-2015-RSWC,Unenclosed,510,26,50,Application Review Completed,03/22/2016,12/15/2017,04/11/2016,12/01/2015,Ready For Review,12/01/2015,Approved,02/01/2016,Pending Review,12/01/2015,Review Period Expired,01/22/2016,Waived,02/01/2016,,,Approved,03/22/2016,Approved,03/22/2016,Issued,03/22/2016
,Inactive,THE EGG SHOP LES LLC,THE EGG SHOP,151,ELIZABETH ST,NEW YORK,NY,10012,Regular Unenclosed/Small Unenclosed,,3,6,50012740,40.720428277811585,-73.99520194860472,102,1,http://www.nyc.gov/manhattancb2,1273-2017-ASWC,Regular Unenclosed/Small Unenclosed,,3,6,Pending Review,02/03/2017,,,02/02/2017,Ready For Review,02/03/2017,Under Review,02/03/2017,Pending Review,02/03/2017,Pending Review,02/03/2017,Pending Review,,SWC Public Hearing,03/22/2017,Pending Review,,Pending Review,,Pending Review,
1353701-DCA,Active,94 CORNER CAFE CORP.,,2518,BROADWAY,NEW YORK,NY,10025,Unenclosed,177,4,16,41490195,40.79300715234581,-73.97259601054385,107,6,http://www.nyc.gov/mcb7,5994-2016-RSWC,Unenclosed,177,4,16,Application Review Completed,04/05/2016,04/15/2018,,04/05/2016,Ready For Review,04/05/2016,Approved,,Proceed,04/05/2016,Review Period Expired,04/05/2016,Waived,04/05/2016,,,Approved,04/05/2016,Approved,04/05/2016,Issued,04/05/2016
2032177-DCA,Inactive,DY SCHNITZ LLC,SCHNITZ,177,1ST AVE,NEW YORK,NY,10003,Unenclosed,176,4,12,50006071,40.729394416921416,-73.9842075964294,103,2,http://www.nyc.gov/manhattancb3,15444-2015-ASWC,Unenclosed,176,4,12,Application Review Completed,03/19/2016,04/15/2018,,11/23/2015,Ready For Review,11/23/2015,Approved,01/14/2016,Pending Review,11/23/2015,Review Period Expired,01/06/2016,Waived,01/06/2016,,,Approved,03/19/2016,Approved,03/19/2016,Issued,03/19/2016
2010341-DCA,Active,SHAKE SHACK FLATBUSH BROOKLYN LLC,SHAKE SHACK,170,FLATBUSH AVE,BROOKLYN,NY,11217,Unenclosed,285,8,16,50009471,40.68274861780101,-73.97669031923225,306,39,http://www.brooklyncb6.org/,3787-2016-RSWC,Unenclosed,285,8,16,Application Review Completed,07/18/2016,04/15/2018,,03/16/2016,Ready For Review,03/16/2016,Approved,06/07/2016,Pending Review,03/16/2016,Review Period Expired,05/09/2016,Waived,05/25/2016,,,Approved,07/18/2016,Approved,07/18/2016,Issued,07/18/2016
1417471-DCA,Active,307 THIRD AVENUE EAST VENTURE LLC,TAPROOM 307,307,3RD AVE,NEW YORK,NY,10010,Unenclosed,97,3,7,41569116,40.738907535642404,-73.9828232638808,106,2,http://cbsix.org,7588-2016-RSWC,Unenclosed,97,3,7,Application Review Completed,04/29/2016,04/15/2018,,04/29/2016,Ready For Review,04/29/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,04/29/2016
1380748-DCA,Active,201 WEST 103 CORP.,BUCA,203,W 103RD ST,NEW YORK,NY,10025,Unenclosed,90,5,10,41523265,40.79879167300281,-73.96734567741494,107,7,http://www.nyc.gov/mcb7,21369-2016-RSWC,Unenclosed,90,5,10,Application Review Completed,11/18/2016,12/15/2018,,11/18/2016,Ready For Review,11/18/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,11/18/2016
1188879-DCA,Active,N.E.C.F. INC.,MR. DENNEHY'S,63,CARMINE ST,NEW YORK,NY,10014,Unenclosed,249,14,28,40968428,40.729892213704055,-74.00447400653782,102,3,http://www.nyc.gov/manhattancb2,25693-2015-RSWC,Unenclosed,249,14,28,Application Review Completed,11/24/2015,09/15/2017,,08/26/2015,Ready For Review,08/31/2015,Approved,10/15/2015,Pending Review,08/31/2015,Review Period Expired,10/15/2015,Waived,10/15/2015,,,Approved,11/24/2015,Approved,11/24/2015,Issued,11/24/2015
2029374-DCA,Active,SEVA LLC,HAMPTON CHUTNEY COMPANY,464,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,164,6,20,41155027,40.78546557190335,-73.97689630149519,107,6,http://www.nyc.gov/mcb7,11552-2015-ASWC,Unenclosed,164,6,20,Application Review Completed,12/02/2015,12/15/2017,,08/18/2015,Ready For Review,08/18/2015,Approved,10/15/2015,Pending Review,08/19/2015,Review Period Expired,10/07/2015,Recommendation Issued,10/07/2015,SWC Public Hearing,10/07/2015,Approved,12/01/2015,Approved,12/01/2015,Issued,12/02/2015
2042865-DCA,Active,BOX HILL LLC,,18,KING ST,NEW YORK,NY,10014,Unenclosed,297,10,24,50051433,40.72750705325294,-74.00354299771718,102,3,http://www.nyc.gov/manhattancb2,8570-2016-ASWC,Unenclosed,297,10,24,Application Review Completed,02/21/2017,04/15/2018,,06/28/2016,Ready For Review,06/28/2016,Approved,08/29/2016,Pending Review,06/30/2016,Recommend Approval,07/27/2016,Recommendation Issued,08/24/2016,SWC Public Hearing,08/17/2016,Approved,01/04/2017,Approved,01/04/2017,Issued,02/21/2017
2039435-DCA,Active,MOONBLU INC,JOY BURGER BAR,361,6TH AVE,NEW YORK,NY,10014,Unenclosed,296,14,29,50002603,40.73233513028138,-74.00072164041259,102,3,http://www.nyc.gov/manhattancb2,5445-2016-ASWC,Unenclosed,296,14,29,Application Review Completed,07/30/2016,04/15/2018,,04/27/2016,Ready For Review,04/27/2016,Approved,04/27/2016,,,Recommend Approval,06/01/2016,Recommendation Issued,06/23/2016,SWC Public Hearing,06/15/2016,Review Period Expired,07/14/2016,Approved,07/29/2016,Issued,07/30/2016
1233115-DCA,Active,ENID'S CORPORATION,ENID'S,560,MANHATTAN AVE,BROOKLYN,NY,11222,Unenclosed,284,9,18,40697593,40.72239917307112,-73.9498534659306,301,33,http://www.nyc.gov/brooklyncb1,5376-2016-RSWC,Unenclosed,284,9,18,Application Review Completed,03/28/2016,04/15/2018,,03/28/2016,Ready For Review,03/28/2016,Approved,,Proceed,03/28/2016,Recommend Approval,03/28/2016,Waived,03/28/2016,,,Approved,03/28/2016,Approved,03/28/2016,Issued,03/28/2016
0922650-DCA,Active,ZONOR REST. CORP.,RIVIERA CAFE,225,W 4TH ST,NEW YORK,NY,10014,Unenclosed,718,27,60,40366643,40.73412742305929,-74.00279643181516,102,3,http://www.nyc.gov/manhattancb2,2417-2017-RSWC,Unenclosed,718,27,60,Pending Review,02/27/2017,03/31/2017,03/31/2017,01/18/2017,Ready For Review,01/18/2017,Issued Temp Op Letter,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1275009-DCA,Active,40-01 NORTHERN BOULEVARD CORP.,,4001,NORTHERN BLVD,LONG IS CITY,NY,11101,Enclosed,1044,30,60,40685229,40.752862718712116,-73.92394813623443,401,26,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,143-2013-RSWC,Enclosed,1044,30,60,Application Review Completed,03/13/2017,05/15/2017,,06/04/2015,,,Approved,06/07/2016,Proceed,05/25/2016,Recommend Approval,05/25/2016,Waived,05/25/2016,,,Approved,03/13/2017,Approved,03/13/2017,Issued,03/13/2017
1138459-DCA,Active,MA. VI. DO. REST. INC.,MEDITERRANEO,1260,2ND AVE,NEW YORK,NY,10065,Unenclosed,688,32,60,40396622,40.76516938836709,-73.960838926164,108,5,http://www.cb8m.com/,25511-2015-RSWC,Unenclosed,688,32,60,Application Review Completed,11/02/2015,09/15/2017,,08/20/2015,Ready For Review,08/20/2015,Approved,09/29/2015,Pending Review,08/20/2015,Review Period Expired,09/29/2015,Waived,09/29/2015,,,Approved,11/02/2015,Approved,11/02/2015,Issued,11/02/2015
1381014-DCA,Active,"PQ CARNEGIE HILL, INC.",LE PAIN QUOTIDIEN,1309,LEXINGTON AVE,NEW YORK,NY,10128,Unenclosed,126,4,8,41490493,40.78047175023074,-73.95456878037562,108,5,http://www.cb8m.com/,30037-2015-RSWC,Unenclosed,126,4,8,Application Review Completed,02/25/2016,12/15/2017,03/15/2016,11/18/2015,Ready For Review,11/18/2015,Approved,01/06/2016,Pending Review,11/19/2015,Recommend Approval,12/22/2015,Waived,01/06/2016,,,Approved,02/25/2016,Approved,02/25/2016,Issued,02/25/2016
1036208-DCA,Active,283 SMITH STREET FOOD CORP.,ZAYTOONS,283,SMITH ST,BROOKLYN,NY,11231,Unenclosed,212,5,18,41031583,40.682292407834154,-73.99331901894766,306,33,http://www.brooklyncb6.org/,293-2016-RSWC,Unenclosed,212,5,18,Application Review Completed,05/11/2016,12/15/2017,,01/13/2016,Ready For Review,01/13/2016,Approved,03/08/2016,Pending Review,01/14/2016,Review Period Expired,03/05/2016,Waived,03/07/2016,,,Approved,05/11/2016,Approved,05/11/2016,Issued,05/11/2016
2006631-DCA,Active,THAI SMILE RESTAURANT INC.,TUE THAI FOOD,3,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,152,10,20,41634218,40.73374044648179,-73.99976907019774,102,3,http://www.nyc.gov/manhattancb2,6147-2016-RSWC,Unenclosed,152,10,20,Application Review Completed,07/22/2016,04/15/2018,09/30/2016,04/06/2016,Ready For Review,04/06/2016,Approved,04/06/2016,Pending Review,04/06/2016,Review Period Expired,05/27/2016,Waived,06/01/2016,,,Review Period Expired,06/22/2016,Approved,07/22/2016,Issued,07/22/2016
2039464-DCA,Active,LEGENDARY NIGHT SPOTS INC,THE DUPLEX,61,CHRISTOPHER ST,NEW YORK,NY,10014,Unenclosed,349,18,36,41029356,40.73386942699395,-74.00230930249299,102,3,http://www.nyc.gov/manhattancb2,4166-2016-ASWC,Unenclosed,349,18,36,Application Review Completed,07/07/2016,12/15/2018,,04/04/2016,Ready For Review,04/07/2016,Approved,04/07/2016,Pending Review,04/07/2016,Review Period Expired,05/28/2016,Recommendation Issued,06/01/2016,SWC Public Hearing,05/25/2016,Review Period Expired,06/22/2016,Approved,07/07/2016,Issued,07/07/2016
1466659-DCA,Active,106 3RD AVE NYC INC.,BRAZEN FOX KITCHEN AND BAR,106,3RD AVE,NEW YORK,NY,10003,Unenclosed,297,14,28,50000910,40.73280657720273,-73.98773563437739,103,2,http://www.nyc.gov/manhattancb3,25767-2015-RSWC,Unenclosed,297,14,28,Application Review Completed,02/29/2016,09/15/2017,,08/28/2015,Ready For Review,08/28/2015,Approved,10/26/2015,Pending Review,08/28/2015,Review Period Expired,10/21/2015,Waived,10/23/2015,,,Approved,02/29/2016,Approved,02/29/2016,Issued,02/29/2016
2016481-DCA,Active,L BELLA  PIZZERIA & RESTAURANT INC,,6926,MAIN ST,FLUSHING,NY,11367,Enclosed,508,12,48,41703744,40.73044388287658,-73.82393183437587,408,24,http://www.nyc.gov/html/qnscb8,16289-2014-ASWC,Enclosed,508,12,48,Application Review Completed,06/11/2015,05/15/2017,06/15/2015,12/15/2014,Ready For Review,12/15/2014,Approved,12/22/2014,Proceed,02/03/2015,Recommend Approval,02/23/2015,Recommendation Issued,03/23/2015,SWC Public Hearing,,Approved,05/29/2015,Approved,05/29/2015,Issued,06/11/2015
1097153-DCA,Active,RAGUBOY CORP.,,156,E 2ND ST,NEW YORK,NY,10009,Unenclosed,162,5,15,40861946,40.7229718164645,-73.98519041144809,103,2,http://www.nyc.gov/manhattancb3,12361-2016-RSWC,Unenclosed,162,5,15,Application Review Completed,09/15/2016,09/15/2018,,09/15/2016,Ready For Review,09/15/2016,Approved,,Proceed,09/15/2016,Review Period Expired,09/15/2016,Waived,09/15/2016,,,Approved,09/15/2016,Approved,09/15/2016,Issued,09/15/2016
1277859-DCA,Active,"C & O COFFEE SHOP, INC.",La Bonbonniere,28,8TH AVE,NEW YORK,NY,10014,Unenclosed,163,5,10,40574293,40.73771476272244,-74.0044673148143,102,3,http://www.nyc.gov/manhattancb2,11077-2016-RSWC,Unenclosed,163,5,10,Application Review Completed,12/01/2016,09/15/2018,12/31/2016,08/24/2016,Ready For Review,08/24/2016,Approved,,Proceed,08/24/2016,Recommend Approval,08/24/2016,Waived,08/24/2016,,,Approved,08/24/2016,Approved,08/24/2016,Issued,12/01/2016
1349707-DCA,Active,"212 LAFAYETTE ASSOCIATES, LLC",CAFE SELECT,212,LAFAYETTE ST,NEW YORK,NY,10012,Small Unenclosed,84,5,4,41337465,40.72181720396664,-73.99776326777453,102,1,http://www.nyc.gov/manhattancb2,8475-2014-RSWC,Small Unenclosed,84,5,4,Application Review Completed,12/14/2016,04/15/2018,,08/17/2016,Ready For Review,04/01/2014,Approved,09/29/2016,Pending Review,04/04/2014,Recommend Approval,09/28/2016,Waived,09/28/2016,,,Approved,12/14/2016,Approved,12/14/2016,Issued,12/14/2016
,Inactive,EAST DROGHEDA INC,THE GEM SALOON,375,3RD AVE,NEW YORK,NY,10016,Unenclosed,,8,16,50058670,40.741333627531844,-73.98110851091988,106,2,http://cbsix.org,1487-2017-ASWC,Unenclosed,,8,16,Pending Review,02/09/2017,,,02/08/2017,Ready For Review,02/08/2017,Under Review,02/09/2017,Pending Review,02/09/2017,Pending Review,02/09/2017,Pending Review,,SWC Public Hearing,03/29/2017,Pending Review,,Pending Review,,Pending Review,
0895577-DCA,Active,"ANGELO VIVOLO RESTAURANT ASSOCIATES, INC.",VIVOLO,140,E 74TH ST,NEW YORK,NY,10021,Enclosed,86,2,6,40370497,40.771674661743944,-73.96154633654406,108,4,http://www.cb8m.com/,139-2013-RSWC,Enclosed,86,2,6,Application Review Completed,06/16/2015,05/15/2017,06/15/2015,06/16/2015,,,Approved,,Proceed,02/27/2015,Review Period Expired,04/20/2015,Recommendation Issued,04/20/2015,SWC Public Hearing,,Approved,05/19/2015,Approved,05/19/2015,Issued,06/16/2015
2023865-DCA,Inactive,ABV NEW YORK LLC,ABV,1504,LEXINGTON AVE,NEW YORK,NY,10029,Unenclosed,511,9,28,41636512,40.786761009524646,-73.95050916506489,111,5,http://www.cb11m.org/,4339-2015-ASWC,Unenclosed,511,9,28,Application Review Completed,10/01/2015,04/15/2017,,04/07/2015,Ready For Review,04/07/2015,Approved,06/10/2015,Pending Review,04/13/2015,Recommend Approval,06/01/2015,Recommendation Issued,06/03/2015,SWC Public Hearing,,Approved,10/01/2015,Approved,10/01/2015,Issued,10/01/2015
1433968-DCA,Inactive,"NCNT, CORP.",BUBBA'S,3113A,DITMARS BLVD,ASTORIA,NY,11105,Unenclosed,128,6,12,41657408,40.775924926666896,-73.90993446652742,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,11878-2015-RSWC,Unenclosed,128,6,12,Application Review Completed,08/20/2015,12/15/2016,07/29/2015,03/13/2015,Ready For Review,03/13/2015,Approved,03/17/2015,,,Recommend Approval,04/30/2015,Recommendation Issued,04/30/2015,SWC Public Hearing,,Review Period Expired,06/01/2015,Approved,07/08/2015,Issued,07/08/2015
1345747-DCA,Active,"MR BIGGS BAR & GRILL, INC",MR. BIGGS BAR & GRILL,596,10TH AVE,NEW YORK,NY,10036,Unenclosed,472,17,36,41455044,40.76026832460873,-73.99475147402987,104,3,http://www.nyc.gov/mcb4,7369-2016-RSWC,Unenclosed,472,17,36,Application Review Completed,04/27/2016,04/15/2018,,04/27/2016,Ready For Review,04/27/2016,Approved,,Proceed,04/27/2016,Recommend Approval,04/27/2016,Waived,04/27/2016,,,Approved,04/27/2016,Approved,04/27/2016,Issued,04/27/2016
2010361-DCA,Active,"GJF CAFE ASSOCIATES, LLC",SAVANN,2280,8TH AVE,NEW YORK,NY,10027,Unenclosed,183,9,18,50001540,40.80846154494201,-73.95219804870129,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,6565-2016-RSWC,Unenclosed,183,9,18,Application Review Completed,07/18/2016,04/15/2018,,04/13/2016,Ready For Review,04/13/2016,Approved,06/14/2016,Pending Review,04/13/2016,Review Period Expired,06/04/2016,Waived,06/09/2016,,,Approved,07/18/2016,Approved,07/18/2016,Issued,07/18/2016
2038100-DCA,Active,CLOUET LLC,,113,FRANKLIN ST,BROOKLYN,NY,11222,Unenclosed,214,8,16,50040518,40.729983314144945,-73.95762316076535,301,33,http://www.nyc.gov/brooklyncb1,2694-2016-ASWC,Unenclosed,214,8,16,Application Review Completed,07/06/2016,12/15/2018,,03/09/2016,Ready For Review,03/09/2016,Approved,06/07/2016,Pending Review,03/10/2016,Review Period Expired,04/30/2016,Recommendation Issued,05/06/2016,SWC Public Hearing,04/27/2016,Approved,07/06/2016,Approved,07/06/2016,Issued,07/06/2016
,Inactive,CLUB VIBES BAR AND CAFE LLC,,14306,LIBERTY AVE,JAMAICA,NY,11435,Unenclosed,,7,28,50012376,40.692054452001294,-73.80945042245882,412,28,http://www.nyc.gov/qcb12,8336-2016-ASWC,Unenclosed,553,7,28,Pending Review,06/24/2016,,,06/23/2016,Ready For Review,06/24/2016,Review Completed,10/11/2016,Pending Review,06/24/2016,Review Period Expired,08/14/2016,Recommendation Issued,10/06/2016,SWC Public Hearing,08/10/2016,Filed Recommendation,10/11/2016,Pending Review,,Pending Review,
